bin,binSize,pageviews_median,pageviews_sum,timestamp,article,level,change
31,30,559,17185.54263083656,20180115,Jessie_Buckley,3,false
32,30,462,14295.821243180895,20180214,Jessie_Buckley,3,false
33,30,481,18454.12206077486,20180317,Jessie_Buckley,3,false
34,30,3365,138768.86912378686,20180416,Jessie_Buckley,3,false
35,30,732,22362.62539181731,20180516,Jessie_Buckley,3,false
36,30,461,14023.972024160565,20180615,Jessie_Buckley,3,false
37,30,662,20340.81350367539,20180715,Jessie_Buckley,4,true
38,30,738,23371.529098113107,20180814,Jessie_Buckley,4,false
39,30,707,706.7530881624855,20180913,Jessie_Buckley,4,false
17,30,8,414.7817671371007,20161201,Jim_Mattis,0,false
18,30,3,167.14526427249268,20161221,Jim_Mattis,0,false
19,30,17,697.1961646770735,20170120,Jim_Mattis,0,false
20,30,11,553.3540920549432,20170219,Jim_Mattis,0,false
21,30,10,294.78205694223817,20170322,Jim_Mattis,0,false
22,30,9,272.28480320512983,20170421,Jim_Mattis,0,false
23,30,11,387.29542289001546,20170521,Jim_Mattis,0,false
24,30,16,483.50644337950894,20170620,Jim_Mattis,0,false
25,30,34,1037.7849234823077,20170720,Jim_Mattis,0,false
26,30,27,919.362437354165,20170819,Jim_Mattis,0,false
27,30,25,1867.0188008985167,20170918,Jim_Mattis,0,false
28,30,13,417.0720910758653,20171018,Jim_Mattis,0,false
29,30,760,29151.74946359969,20171116,Jim_Mattis,4,true
30,30,2346,72891.71160083877,20171216,Jim_Mattis,5,true
31,30,2901,105674.72487363197,20180115,Jim_Mattis,5,false
32,30,2758,94681.30838621018,20180214,Jim_Mattis,5,false
33,30,3309,162003.25221124873,20180317,Jim_Mattis,5,false
34,30,2322,75175.70930245916,20180416,Jim_Mattis,5,false
35,30,2070,66520.31777083961,20180516,Jim_Mattis,5,false
36,30,1999,63729.85234630767,20180615,Jim_Mattis,5,false
37,30,2339,72568.10857751309,20180715,Jim_Mattis,6,true
38,30,3471,124562.3268538397,20180814,Jim_Mattis,6,false
39,30,4246,4245.6773106403325,20180913,Jim_Mattis,6,false
10,30,265,2222.103082786287,20160517,JoJo_Siwa,3,false
11,30,395,12600.578321445562,20160526,JoJo_Siwa,3,false
12,30,445,13946.712368343096,20160625,JoJo_Siwa,3,false
13,30,478,14684.735124161867,20160725,JoJo_Siwa,3,false
14,30,567,17365.53135961188,20160824,JoJo_Siwa,4,true
15,30,656,26227.21789603452,20160923,JoJo_Siwa,4,false
16,30,1456,45195.7967743946,20161023,JoJo_Siwa,5,true
17,30,1513,51294.81828276073,20161121,JoJo_Siwa,5,false
18,30,1618,48871.51523125863,20161221,JoJo_Siwa,5,false
19,30,1514,46560.49831744,20170120,JoJo_Siwa,5,false
20,30,1707,55029.30471422861,20170219,JoJo_Siwa,5,false
21,30,1603,48620.62057529646,20170322,JoJo_Siwa,5,false
22,30,1477,46700.72351318815,20170421,JoJo_Siwa,5,false
23,30,1665,52213.56049997612,20170521,JoJo_Siwa,5,false
24,30,2526,75865.99793126155,20170620,JoJo_Siwa,6,true
25,30,4191,177420.5582176129,20170720,JoJo_Siwa,6,false
26,30,3055,90875.47364440601,20170819,JoJo_Siwa,6,false
27,30,2823,87661.73334757789,20170918,JoJo_Siwa,6,false
28,30,3065,94290.72387579198,20171018,JoJo_Siwa,6,false
29,30,3037,116988.00994924156,20171116,JoJo_Siwa,6,false
30,30,3487,111204.97865250373,20171216,JoJo_Siwa,6,false
31,30,2189,70892.57156592407,20180115,JoJo_Siwa,6,false
32,30,2649,82003.96003031303,20180214,JoJo_Siwa,6,false
33,30,3756,126907.105926791,20180317,JoJo_Siwa,6,false
34,30,2634,82427.72325875587,20180416,JoJo_Siwa,6,false
35,30,3006,89950.7428647548,20180516,JoJo_Siwa,6,false
36,30,4174,138568.7508530095,20180615,JoJo_Siwa,6,false
37,30,8929,268646.2465091738,20180715,JoJo_Siwa,7,true
38,30,10249,306559.87526223756,20180814,JoJo_Siwa,7,false
39,30,6173,6172.998140841096,20180913,JoJo_Siwa,7,false
3,30,0,2.2377040659097283,20151003,Jodie_Comer,0,false
4,30,0,0,20151029,Jodie_Comer,0,false
5,30,0,0,20151127,Jodie_Comer,0,false
6,30,0,0,20151227,Jodie_Comer,0,false
7,30,0,0,20160126,Jodie_Comer,0,false
8,30,2280,53196.536455043846,20160225,Jodie_Comer,3,true
9,30,1460,60052.478720802435,20160327,Jodie_Comer,3,false
10,30,440,14190.287851825364,20160426,Jodie_Comer,3,false
11,30,426,14507.050642787477,20160526,Jodie_Comer,3,false
12,30,608,18231.43400683227,20160625,Jodie_Comer,3,false
13,30,457,13846.753216130055,20160725,Jodie_Comer,3,false
14,30,341,10785.486635735186,20160824,Jodie_Comer,3,false
15,30,319,9781.870933355432,20160923,Jodie_Comer,3,false
16,30,439,13517.021762690503,20161023,Jodie_Comer,3,false
17,30,668,27808.033574305737,20161121,Jodie_Comer,3,false
18,30,455,14074.075881660241,20161221,Jodie_Comer,3,false
19,30,376,15245.294529644892,20170120,Jodie_Comer,3,false
20,30,548,17754.777871859624,20170219,Jodie_Comer,4,true
21,30,1219,50747.60228150907,20170322,Jodie_Comer,4,false
22,30,2013,69786.04363174757,20170421,Jodie_Comer,4,false
23,30,1352,46810.267868303235,20170521,Jodie_Comer,4,false
24,30,686,26219.76518569882,20170620,Jodie_Comer,4,false
25,30,754,28380.40259133502,20170720,Jodie_Comer,4,false
26,30,2273,72513.87804865594,20170819,Jodie_Comer,4,false
27,30,2276,78241.51495054073,20170918,Jodie_Comer,4,false
28,30,894,27316.483470125306,20171018,Jodie_Comer,4,false
29,30,1030,40312.11372535322,20171116,Jodie_Comer,4,false
30,30,1078,33438.187212364624,20171216,Jodie_Comer,4,false
31,30,676,20378.376558002754,20180115,Jodie_Comer,4,false
32,30,672,20431.70926313095,20180214,Jodie_Comer,4,false
33,30,1826,82070.71676697535,20180317,Jodie_Comer,5,true
34,30,4225,137641.15438338293,20180416,Jodie_Comer,6,true
35,30,5036,167823.57694152356,20180516,Jodie_Comer,6,false
36,30,3119,100250.37166063453,20180615,Jodie_Comer,6,false
37,30,3539,108164.75772399096,20180715,Jodie_Comer,6,false
38,30,3398,130096.22637418172,20180814,Jodie_Comer,6,false
39,30,5788,5788.153028600794,20180913,Jodie_Comer,7,true
0,30,0,0,20150701,John_Paul_Getty_Jr.,0,false
1,30,0,0,20150731,John_Paul_Getty_Jr.,0,false
2,30,0,0,20150830,John_Paul_Getty_Jr.,0,false
3,30,0,0,20150929,John_Paul_Getty_Jr.,0,false
4,30,0,0,20151029,John_Paul_Getty_Jr.,0,false
5,30,0,0,20151127,John_Paul_Getty_Jr.,0,false
6,30,0,0,20151227,John_Paul_Getty_Jr.,0,false
7,30,0,0,20160126,John_Paul_Getty_Jr.,0,false
8,30,0,0,20160225,John_Paul_Getty_Jr.,0,false
9,30,0,0,20160327,John_Paul_Getty_Jr.,0,false
10,30,125,3826.5717379972684,20160426,John_Paul_Getty_Jr.,2,true
11,30,141,4751.053774806059,20160526,John_Paul_Getty_Jr.,2,false
12,30,154,5278.298108034988,20160625,John_Paul_Getty_Jr.,2,false
13,30,161,5269.077982519822,20160725,John_Paul_Getty_Jr.,2,false
14,30,156,5358.046778540026,20160824,John_Paul_Getty_Jr.,2,false
15,30,129,4256.97488714536,20160923,John_Paul_Getty_Jr.,2,false
16,30,146,4866.960022053479,20161023,John_Paul_Getty_Jr.,2,false
17,30,160,6289.515537697368,20161121,John_Paul_Getty_Jr.,2,false
18,30,151,4957.820824329556,20161221,John_Paul_Getty_Jr.,2,false
19,30,158,4705.3902728445755,20170120,John_Paul_Getty_Jr.,2,false
20,30,189,6863.58013891962,20170219,John_Paul_Getty_Jr.,2,false
21,30,214,6521.142471299154,20170322,John_Paul_Getty_Jr.,2,false
22,30,177,6124.5247453092,20170421,John_Paul_Getty_Jr.,2,false
23,30,193,7307.726190306152,20170521,John_Paul_Getty_Jr.,2,false
24,30,240,7729.684247377855,20170620,John_Paul_Getty_Jr.,3,true
25,30,236,6854.14839320897,20170720,John_Paul_Getty_Jr.,3,false
26,30,226,42164.20361178455,20170819,John_Paul_Getty_Jr.,3,false
27,30,965,34510.74011308032,20170918,John_Paul_Getty_Jr.,4,true
28,30,809,66590.01666915117,20171018,John_Paul_Getty_Jr.,4,false
29,30,2747,111741.01354305838,20171116,John_Paul_Getty_Jr.,6,true
30,30,14415,452411.69810098794,20171216,John_Paul_Getty_Jr.,6,false
31,30,3928,129852.07479832342,20180115,John_Paul_Getty_Jr.,6,false
32,30,2206,69768.95520856993,20180214,John_Paul_Getty_Jr.,6,false
33,30,13332,440091.5075277086,20180317,John_Paul_Getty_Jr.,6,false
34,30,7740,266379.7627586062,20180416,John_Paul_Getty_Jr.,6,false
35,30,4970,171075.48826150928,20180516,John_Paul_Getty_Jr.,6,false
36,30,2920,97027.57623196045,20180615,John_Paul_Getty_Jr.,6,false
37,30,2690,89228.20286821842,20180715,John_Paul_Getty_Jr.,6,false
38,30,2119,88054.18337263087,20180814,John_Paul_Getty_Jr.,6,false
39,30,16028,16028.334634458703,20180913,John_Paul_Getty_Jr.,8,true
17,30,34,1000.6437912198899,20161202,Jon_Lovett,0,false
18,30,96,5537.761028410126,20161221,Jon_Lovett,1,true
19,30,958,29375.562351366945,20170120,Jon_Lovett,4,true
20,30,684,24197.621267185456,20170219,Jon_Lovett,4,false
21,30,928,31030.095130662252,20170322,Jon_Lovett,4,false
22,30,940,31595.580497644194,20170421,Jon_Lovett,4,false
23,30,861,25547.67069321201,20170521,Jon_Lovett,4,false
24,30,627,20036.875323924716,20170620,Jon_Lovett,4,false
25,30,1172,36555.57284547627,20170720,Jon_Lovett,4,false
26,30,972,29614.394222496252,20170819,Jon_Lovett,4,false
27,30,1035,37541.065042752416,20170918,Jon_Lovett,4,false
28,30,753,24527.283158543603,20171018,Jon_Lovett,4,false
29,30,720,22056.237009104312,20171116,Jon_Lovett,4,false
30,30,777,30125.947440517764,20171216,Jon_Lovett,4,false
31,30,944,35276.285018979586,20180115,Jon_Lovett,4,false
32,30,826,26618.389723268283,20180214,Jon_Lovett,4,false
33,30,750,22730.328707114848,20180317,Jon_Lovett,4,false
34,30,1255,85240.9232885873,20180416,Jon_Lovett,5,true
35,30,2239,96413.94694483462,20180516,Jon_Lovett,5,false
36,30,1579,53109.78636143473,20180615,Jon_Lovett,5,false
37,30,2363,129679.58967097886,20180715,Jon_Lovett,6,true
38,30,3421,148084.47865688129,20180814,Jon_Lovett,6,false
39,30,4574,4573.775824561019,20180913,Jon_Lovett,6,false
3,30,58,116.89188712652785,20151027,Jubin_Nautiyal,0,false
4,30,0,220.5805882921547,20151029,Jubin_Nautiyal,0,false
5,30,0,625.5579300627976,20151127,Jubin_Nautiyal,0,false
6,30,0,0,20151227,Jubin_Nautiyal,0,false
7,30,200,4427.066100586504,20160126,Jubin_Nautiyal,2,true
8,30,504,15813.740450489815,20160225,Jubin_Nautiyal,3,true
9,30,745,22827.058978238703,20160327,Jubin_Nautiyal,3,false
10,30,636,19090.834910465313,20160426,Jubin_Nautiyal,3,false
11,30,789,36871.0343161978,20160526,Jubin_Nautiyal,3,false
12,30,733,28623.99137637176,20160625,Jubin_Nautiyal,3,false
13,30,759,23194.483497580564,20160725,Jubin_Nautiyal,3,false
14,30,574,17655.553738694736,20160824,Jubin_Nautiyal,3,false
15,30,423,12634.195072496088,20160923,Jubin_Nautiyal,3,false
16,30,335,10390.556999597737,20161023,Jubin_Nautiyal,3,false
17,30,481,23946.024520997427,20161121,Jubin_Nautiyal,3,false
18,30,1853,57231.29739304441,20161221,Jubin_Nautiyal,3,false
19,30,1904,59484.25971758711,20170120,Jubin_Nautiyal,3,false
20,30,866,28157.222530377745,20170219,Jubin_Nautiyal,3,false
21,30,877,30015.59410310975,20170322,Jubin_Nautiyal,3,false
22,30,572,31790.02612899819,20170421,Jubin_Nautiyal,3,false
23,30,523,18962.31228610927,20170521,Jubin_Nautiyal,3,false
24,30,765,25647.323397191558,20170620,Jubin_Nautiyal,3,false
25,30,727,21311.153419525064,20170720,Jubin_Nautiyal,3,false
26,30,664,20735.314855751963,20170819,Jubin_Nautiyal,3,false
27,30,434,13255.354901358474,20170918,Jubin_Nautiyal,3,false
28,30,533,16083.071604822733,20171018,Jubin_Nautiyal,3,false
29,30,390,12108.443227571364,20171116,Jubin_Nautiyal,3,false
30,30,383,12130.835349738443,20171216,Jubin_Nautiyal,3,false
31,30,361,11467.714540895402,20180115,Jubin_Nautiyal,3,false
32,30,574,25600.331077409788,20180214,Jubin_Nautiyal,3,false
33,30,654,20600.425373070848,20180317,Jubin_Nautiyal,3,false
34,30,382,11351.824163103092,20180416,Jubin_Nautiyal,3,false
35,30,828,22851.07891353397,20180516,Jubin_Nautiyal,4,true
36,30,559,17145.65590957225,20180615,Jubin_Nautiyal,4,false
37,30,755,61642.41368535654,20180715,Jubin_Nautiyal,4,false
38,30,616,21551.213113244776,20180814,Jubin_Nautiyal,4,false
39,30,661,661.355809506793,20180913,Jubin_Nautiyal,4,false
32,30,23,46.361702889614065,20180315,Juice_Wrld,0,false
33,30,127,3121.8266114522417,20180317,Juice_Wrld,2,true
34,30,364,12940.504371788746,20180416,Juice_Wrld,2,false
35,30,151,6845.855084212101,20180516,Juice_Wrld,2,false
36,30,139,18141.897182269026,20180615,Juice_Wrld,2,false
37,30,5711,189666.00682716927,20180715,Juice_Wrld,6,true
38,30,5544,193534.21722235126,20180814,Juice_Wrld,6,false
39,30,4923,4922.509465143385,20180913,Juice_Wrld,6,false
18,30,1,5.1714076088017045,20170115,Katherine_Langford,0,false
19,30,20,547.847896737274,20170120,Katherine_Langford,0,false
20,30,20,617.4922921136987,20170219,Katherine_Langford,0,false
21,30,65451,1417728.3174884715,20170322,Katherine_Langford,6,true
22,30,30980,1140431.441135507,20170421,Katherine_Langford,6,false
23,30,8799,284447.9394686985,20170521,Katherine_Langford,6,false
24,30,5458,161019.5075794088,20170620,Katherine_Langford,6,false
25,30,3996,120022.74435487376,20170720,Katherine_Langford,6,false
26,30,2837,84507.55566214706,20170819,Katherine_Langford,6,false
27,30,2372,74539.77843985433,20170918,Katherine_Langford,6,false
28,30,2005,62667.65198450538,20171018,Katherine_Langford,6,false
29,30,2255,81946.27805815011,20171116,Katherine_Langford,6,false
30,30,3143,102751.79858795978,20171216,Katherine_Langford,6,false
31,30,2542,80212.65794141244,20180115,Katherine_Langford,6,false
32,30,2816,102887.64842228641,20180214,Katherine_Langford,6,false
33,30,5108,154269.7313059949,20180317,Katherine_Langford,6,false
34,30,3645,121376.73310560145,20180416,Katherine_Langford,6,false
35,30,23731,733340.1782249796,20180516,Katherine_Langford,6,false
36,30,6238,209299.41373111462,20180615,Katherine_Langford,6,false
37,30,3654,110614.56851250403,20180715,Katherine_Langford,6,false
38,30,2632,78536.8825274684,20180814,Katherine_Langford,6,false
39,30,2853,2852.80626097704,20180913,Katherine_Langford,6,false
0,30,10,297.70516162182525,20150701,Kirstin_Maldonado,0,false
1,30,11,367.3280019499873,20150731,Kirstin_Maldonado,0,false
2,30,11,321.6422991295965,20150830,Kirstin_Maldonado,0,false
3,30,22,1341.5798144917017,20150929,Kirstin_Maldonado,0,false
4,30,31,1098.986719496289,20151029,Kirstin_Maldonado,0,false
5,30,46,1472.1354420906612,20151127,Kirstin_Maldonado,0,false
6,30,30,944.8394209770371,20151227,Kirstin_Maldonado,0,false
7,30,26,1358.9868398089513,20160126,Kirstin_Maldonado,0,false
8,30,13,456.9849473524272,20160225,Kirstin_Maldonado,0,false
9,30,21,635.8068782553266,20160327,Kirstin_Maldonado,0,false
10,30,24,716.3224283969647,20160426,Kirstin_Maldonado,0,false
11,30,22,746.1492454821408,20160526,Kirstin_Maldonado,0,false
12,30,34,2443.2309070162637,20160625,Kirstin_Maldonado,0,false
13,30,511,16630.557915787278,20160725,Kirstin_Maldonado,4,true
14,30,905,40330.011884873216,20160824,Kirstin_Maldonado,4,false
15,30,997,36236.37796853356,20160923,Kirstin_Maldonado,4,false
16,30,3500,121994.30167036132,20161023,Kirstin_Maldonado,4,false
17,30,6276,266004.31212969945,20161121,Kirstin_Maldonado,4,false
18,30,2675,150159.84883420065,20161221,Kirstin_Maldonado,4,false
19,30,1400,47929.10968783685,20170120,Kirstin_Maldonado,4,false
20,30,1084,38213.56741273349,20170219,Kirstin_Maldonado,4,false
21,30,1344,62454.20008604501,20170322,Kirstin_Maldonado,4,false
22,30,1619,54348.26830616491,20170421,Kirstin_Maldonado,4,false
23,30,1229,38040.697198919166,20170521,Kirstin_Maldonado,4,false
24,30,1170,38210.314672689405,20170620,Kirstin_Maldonado,4,false
25,30,1434,47661.371635046824,20170720,Kirstin_Maldonado,4,false
26,30,1195,36766.689904624815,20170819,Kirstin_Maldonado,4,false
27,30,1073,32894.741595008796,20170918,Kirstin_Maldonado,4,false
28,30,1351,43957.5726858243,20171018,Kirstin_Maldonado,4,false
29,30,4802,225294.8030413895,20171116,Kirstin_Maldonado,4,false
30,30,2796,104634.5277702756,20171216,Kirstin_Maldonado,4,false
31,30,977,29396.25287075561,20180115,Kirstin_Maldonado,4,false
32,30,1466,53050.17144363764,20180214,Kirstin_Maldonado,4,false
33,30,1643,56580.68885193006,20180317,Kirstin_Maldonado,4,false
34,30,1164,40217.7661992598,20180416,Kirstin_Maldonado,4,false
35,30,946,28719.726233460824,20180516,Kirstin_Maldonado,4,false
36,30,896,32790.75566178684,20180615,Kirstin_Maldonado,4,false
37,30,1163,38136.90203027162,20180715,Kirstin_Maldonado,5,true
38,30,1077,31739.396105013475,20180814,Kirstin_Maldonado,5,false
39,30,1139,1139.0589917246482,20180913,Kirstin_Maldonado,5,false
2,30,0,0.9613797895040204,20150906,Lamar_Jackson,0,false
3,30,0,0,20150929,Lamar_Jackson,0,false
4,30,0,0,20151029,Lamar_Jackson,0,false
5,30,0,0,20151127,Lamar_Jackson,0,false
6,30,0,0.9335989873597595,20151227,Lamar_Jackson,0,false
7,30,0,0,20160126,Lamar_Jackson,0,false
8,30,0,0,20160225,Lamar_Jackson,0,false
9,30,0,0,20160327,Lamar_Jackson,0,false
10,30,0,0,20160426,Lamar_Jackson,0,false
11,30,0,91.66938612660282,20160526,Lamar_Jackson,0,false
12,30,15,515.4594702960425,20160625,Lamar_Jackson,0,false
13,30,25,743.7895677702605,20160725,Lamar_Jackson,0,false
14,30,398,178229.7581186157,20160824,Lamar_Jackson,3,true
15,30,2606,182331.83636772833,20160923,Lamar_Jackson,3,false
16,30,1904,90442.87490920976,20161023,Lamar_Jackson,3,false
17,30,2222,213218.6414377101,20161121,Lamar_Jackson,3,false
18,30,1819,84922.0807543212,20161221,Lamar_Jackson,3,false
19,30,683,20551.029855419638,20170120,Lamar_Jackson,3,false
20,30,565,18376.159977871775,20170219,Lamar_Jackson,3,false
21,30,553,16829.715780310933,20170322,Lamar_Jackson,3,false
22,30,819,41133.638157384354,20170421,Lamar_Jackson,3,false
23,30,456,14813.770227209669,20170521,Lamar_Jackson,3,false
24,30,565,19404.282086556894,20170620,Lamar_Jackson,4,true
25,30,901,27826.05602918085,20170720,Lamar_Jackson,4,false
26,30,1501,117382.78417028798,20170819,Lamar_Jackson,4,false
27,30,1274,44201.77384739841,20170918,Lamar_Jackson,4,false
28,30,1177,43512.01856219816,20171018,Lamar_Jackson,4,false
29,30,1710,82421.05499396897,20171116,Lamar_Jackson,4,false
30,30,1485,75649.63678526762,20171216,Lamar_Jackson,4,false
31,30,860,26905.22100771223,20180115,Lamar_Jackson,4,false
32,30,1475,56369.60725208267,20180214,Lamar_Jackson,4,false
33,30,1326,46353.89309054452,20180317,Lamar_Jackson,4,false
34,30,2082,188168.1797925445,20180416,Lamar_Jackson,4,false
35,30,684,21788.55788396958,20180516,Lamar_Jackson,4,false
36,30,527,17079.673240645454,20180615,Lamar_Jackson,4,false
37,30,1031,49255.351725441804,20180715,Lamar_Jackson,5,true
38,30,1289,57978.96190866851,20180814,Lamar_Jackson,5,false
39,30,1605,1605.4128542785802,20180913,Lamar_Jackson,5,false
0,30,20,623.2571433029973,20150701,Larry_Kudlow,0,false
1,30,20,722.3972219182796,20150731,Larry_Kudlow,0,false
2,30,28,1042.887417609828,20150830,Larry_Kudlow,0,false
3,30,23,765.7369823923364,20150929,Larry_Kudlow,0,false
4,30,38,1571.015555151856,20151029,Larry_Kudlow,0,false
5,30,40,1429.7795512982755,20151127,Larry_Kudlow,0,false
6,30,39,1185.1295748819534,20151227,Larry_Kudlow,0,false
7,30,38,1245.746701812946,20160126,Larry_Kudlow,0,false
8,30,25,869.8814111471555,20160225,Larry_Kudlow,0,false
9,30,19,593.8285152196407,20160327,Larry_Kudlow,0,false
10,30,22,740.2525341740005,20160426,Larry_Kudlow,0,false
11,30,21,642.7619442771446,20160526,Larry_Kudlow,0,false
12,30,23,692.0984733734299,20160625,Larry_Kudlow,0,false
13,30,22,702.718673547402,20160725,Larry_Kudlow,0,false
14,30,18,650.4435915726203,20160824,Larry_Kudlow,0,false
15,30,18,612.6747020675951,20160923,Larry_Kudlow,0,false
16,30,27,851.071189109425,20161023,Larry_Kudlow,0,false
17,30,20,1149.1162817020024,20161121,Larry_Kudlow,0,false
18,30,22,750.1695382662897,20161221,Larry_Kudlow,0,false
19,30,20,778.9697585607112,20170120,Larry_Kudlow,0,false
20,30,15,483.0437409212118,20170219,Larry_Kudlow,0,false
21,30,16,491.1145644258679,20170322,Larry_Kudlow,0,false
22,30,18,652.3202652596524,20170421,Larry_Kudlow,0,false
23,30,14,420.91635866799373,20170521,Larry_Kudlow,0,false
24,30,12,426.07340080898115,20170620,Larry_Kudlow,0,false
25,30,17,709.7862222853123,20170720,Larry_Kudlow,0,false
26,30,13,379.59514803964447,20170819,Larry_Kudlow,0,false
27,30,14,459.06735146728374,20170918,Larry_Kudlow,0,false
28,30,15,475.0136358843532,20171018,Larry_Kudlow,0,false
29,30,17,521.447757708205,20171116,Larry_Kudlow,0,false
30,30,17,493.9096675581136,20171216,Larry_Kudlow,0,false
31,30,13,395.2039578838952,20180115,Larry_Kudlow,0,false
32,30,16,87327.23228477378,20180214,Larry_Kudlow,0,false
33,30,2036,91255.95253130437,20180317,Larry_Kudlow,3,true
34,30,455,24399.344158574742,20180416,Larry_Kudlow,3,false
35,30,1302,216378.02795653723,20180516,Larry_Kudlow,4,true
36,30,528,18970.93921589285,20180615,Larry_Kudlow,4,false
37,30,627,31267.79056299904,20180715,Larry_Kudlow,4,false
38,30,871,34888.82723395342,20180814,Larry_Kudlow,4,false
39,30,1267,1266.9967770270543,20180913,Larry_Kudlow,5,true
20,30,0,4141.704730985536,20170223,Larry_Nassar,0,false
21,30,0,0,20170322,Larry_Nassar,0,false
22,30,0,0,20170421,Larry_Nassar,0,false
23,30,0,0,20170521,Larry_Nassar,0,false
24,30,0,0,20170620,Larry_Nassar,0,false
25,30,0,0,20170720,Larry_Nassar,0,false
26,30,0,0,20170819,Larry_Nassar,0,false
27,30,0,0,20170918,Larry_Nassar,0,false
28,30,0,914.7815178706841,20171018,Larry_Nassar,0,false
29,30,59,4023.8199824406383,20171116,Larry_Nassar,1,true
30,30,125,4223.505425114581,20171216,Larry_Nassar,2,true
31,30,35274,1802835.3653165728,20180115,Larry_Nassar,6,true
32,30,3999,140470.59422385212,20180214,Larry_Nassar,6,false
33,30,2582,86156.37149878194,20180317,Larry_Nassar,6,false
34,30,2933,113482.48986269145,20180416,Larry_Nassar,6,false
35,30,2451,125261.81558864031,20180516,Larry_Nassar,6,false
36,30,2009,65522.40629084227,20180615,Larry_Nassar,6,false
37,30,3095,263782.724850455,20180715,Larry_Nassar,6,false
38,30,4156,135068.33212362658,20180814,Larry_Nassar,6,false
39,30,4679,4679.01497053558,20180913,Larry_Nassar,6,false
11,30,6,25.311342922601483,20160621,Laura_Harrier,0,false
12,30,4,707.4162831051087,20160625,Laura_Harrier,0,false
13,30,1227,47518.492424065145,20160725,Laura_Harrier,4,true
14,30,1405,42833.15519264361,20160824,Laura_Harrier,4,false
15,30,870,26785.010738067245,20160923,Laura_Harrier,4,false
16,30,889,29418.38855050719,20161023,Laura_Harrier,4,false
17,30,1214,103024.39684619267,20161121,Laura_Harrier,4,false
18,30,1003,29531.94733334046,20161221,Laura_Harrier,4,false
19,30,666,20467.371712819913,20170120,Laura_Harrier,4,false
20,30,704,21620.171849840794,20170219,Laura_Harrier,4,false
21,30,1054,45625.0971329771,20170322,Laura_Harrier,4,false
22,30,935,33213.06655575407,20170421,Laura_Harrier,4,false
23,30,1067,33411.04331920986,20170521,Laura_Harrier,4,false
24,30,6280,294885.43196255114,20170620,Laura_Harrier,4,false
25,30,2307,79381.13886713241,20170720,Laura_Harrier,4,false
26,30,799,24515.29036936538,20170819,Laura_Harrier,4,false
27,30,2044,63216.77558162284,20170918,Laura_Harrier,4,false
28,30,1602,51728.97495963938,20171018,Laura_Harrier,4,false
29,30,1221,38685.15180845525,20171116,Laura_Harrier,4,false
30,30,1246,36804.659273144185,20171216,Laura_Harrier,4,false
31,30,774,27748.93952947989,20180115,Laura_Harrier,4,false
32,30,1519,48568.00760974244,20180214,Laura_Harrier,4,false
33,30,1367,43971.079717152,20180317,Laura_Harrier,4,false
34,30,1946,67776.58738698697,20180416,Laura_Harrier,4,false
35,30,2232,78452.91453413539,20180516,Laura_Harrier,4,false
36,30,975,32681.975234805264,20180615,Laura_Harrier,4,false
37,30,1475,80202.98551661687,20180715,Laura_Harrier,5,true
38,30,4117,129991.16532454787,20180814,Laura_Harrier,6,true
39,30,2165,2164.624786810065,20180913,Laura_Harrier,6,false
10,30,39,1211.12128272374,20160501,Lawrence_Stroll,0,false
11,30,58,4328.048371772476,20160526,Lawrence_Stroll,1,true
12,30,76,2845.2395097935805,20160625,Lawrence_Stroll,1,false
13,30,76,3061.7000788461737,20160725,Lawrence_Stroll,1,false
14,30,318,15313.210653753536,20160824,Lawrence_Stroll,2,true
15,30,437,18887.24617708188,20160923,Lawrence_Stroll,2,false
16,30,733,105803.94747586033,20161023,Lawrence_Stroll,2,false
17,30,389,15873.45195066228,20161121,Lawrence_Stroll,2,false
18,30,268,10744.00654653588,20161221,Lawrence_Stroll,2,false
19,30,199,6595.681538431442,20170120,Lawrence_Stroll,2,false
20,30,736,35608.55648991008,20170219,Lawrence_Stroll,2,false
21,30,1095,95705.75167447787,20170322,Lawrence_Stroll,2,false
22,30,432,19396.974514654823,20170421,Lawrence_Stroll,2,false
23,30,936,69787.58446616188,20170521,Lawrence_Stroll,2,false
24,30,978,147728.09649837503,20170620,Lawrence_Stroll,2,false
25,30,497,22826.640171924188,20170720,Lawrence_Stroll,2,false
26,30,532,50189.592825226035,20170819,Lawrence_Stroll,2,false
27,30,745,31293.279937909312,20170918,Lawrence_Stroll,2,false
28,30,502,20679.17508444808,20171018,Lawrence_Stroll,2,false
29,30,317,15672.878469418285,20171116,Lawrence_Stroll,2,false
30,30,245,8227.28451879577,20171216,Lawrence_Stroll,2,false
31,30,196,7958.451210059769,20180115,Lawrence_Stroll,2,false
32,30,210,8070.394362491182,20180214,Lawrence_Stroll,3,true
33,30,402,15551.59663963071,20180317,Lawrence_Stroll,3,false
34,30,344,19462.061025395644,20180416,Lawrence_Stroll,3,false
35,30,570,41336.29091618692,20180516,Lawrence_Stroll,3,false
36,30,369,16959.213625466386,20180615,Lawrence_Stroll,3,false
37,30,1875,115728.73647516893,20180715,Lawrence_Stroll,5,true
38,30,1556,117809.16509495414,20180814,Lawrence_Stroll,5,false
39,30,1072,1071.9948300741933,20180913,Lawrence_Stroll,5,false
15,30,1,1.0713002194973564,20161022,Letitia_Wright,0,false
16,30,2,765.046183269921,20161023,Letitia_Wright,0,false
17,30,81,2936.536322618772,20161121,Letitia_Wright,0,false
